id	lemma	partOfSpeech	token	context
sound.n.39	sound	n	sound	The drums, usually so central to jazz, are for the most part rendered useless by the intricately accented horn charts within the 19-piece ensemble sound.
sound.n.40	sound	n	sound	Uh, he would, he would try to straighten out Robbie, so he would call Robbie up to the front of the bus and he'd tell him, "Boy, I want you to sit there on that top step don't say a sound, don't make a sound, don't move, I don't want to even know you're there."
sound.n.41	sound	n	sounds	The sounds of fighting continued outside the cockpit.
sound.n.42	sound	n	sound	What I found was that the syllabics occurred only when the preceding sound was a dental or alveolar (d or t); when it was a velar (k or g), there was enough time for a speaker to release a sound which was more like a full schwa than a syllabic.
sound.n.43	sound	n	sounds	The sounds are like chirps, whistles, or squeaks.
sound.n.44	sound	n	sound	so i haven't figured out how to turn the sound off yet it's like oh because i i haven't really been into computers for except for about the last five years
sound.n.45	sound	n	sound	If the defense is that 1990s rap is documentary--"the authentic sound of the streets"--well, so were those verse-and-chorus ballads of the 1890s.
sound.n.46	sound	n	sounds	Most of the sounds they make are too low a frequency for humans to hear.
sound.n.47	sound	n	Sound	Sound of the breath blown over the bottle,sound of the reveler home at dawn, light of the sun a warbler yellow, the sun insong-flight, lopsided-pose.
sound.n.48	sound	n	sound	year after year went by to the sound of his typing but without a word from his typewriter appearing in the magazine.
sound.n.49	sound	n	sound	Kentucky Fried Chicken has changed into kente ji: kente keeps the sound of Kentu, and ji meaning chicken, imitates the sound of ky.
sound.n.50	sound	n	sound	West African languages, to give just one example, also tend not to make use of a "th" sound.
sound.n.51	sound	n	sounds	Less than a minute later, the Cleveland controller and the pilots of aircraft in the vicinity heard "a radio transmission of unintelligible sounds of possible screaming or a struggle from an unknown origin."
sound.n.52	sound	n	sound	The courts have ruled that a work cannot be legally copied if it is 1) an original, creative product--not merely a fact or something found in nature, like the sound of the wind, or 2) written or recorded--not just an idea.
sound.n.53	sound	n	sound	You're trying to capture something as elusive as a sound, which suggests a word, from which eventually a complete lyric emerges."
sound.n.54	sound	n	sounds	Words with sounds that are not present in Japanese are given the best local fit, as in takushi taxi, rabu love, and basu both bus and bath.
sound.n.55	sound	n	sound	At the same time, water courses through many of his concert pieces (which have titles like "Rain Tree Sketch" and "Towards the Sea"), and Takemitsu was a master at painting rain, waves, and rivulets in sound.
sound.n.56	sound	n	sound	There's an edginess, a tough guy's melancholy, to Davis' sound.
sound.n.58	sound	n	sounds	I read to them at bedtime uh, in their beds, other times they sat in my lap during the day, um, like going over the pictures, the sounds and the tone of voice, uh, through me, um, as to what the character was feeling, scared, happy, angry.
sound.n.59	sound	n	sound	It keeps the initial capital A and the first two syllables of "A&A" (pronounced "A 'n' A"); it puns on "eon," which implies longevity and stability--a desirable connotation for an insurance-services company, especially one that has just undergone a major and disruptive change; it has a remote but perceptible similarity in sound to "Bain"; and it gives the company a unique, legally protectable, and memorable name, unlike the generic "Combined Insurance" moniker.
sound.n.60	sound	n	sounds	By initiating his glossolalic cant with beth -element words ( feemalator, wamalama ) and continuing with palatal variations on their respective themes ( jasperator, gamanama ) the boy is apparently responding to the same primal urge that motivated the anonymous creators of our alphabet to begin their artificial series of sounds with aleph, beth, gimel , and daleth --and not with something like zis boom bah!
sound.n.61	sound	n	sound	i liked the sound of the harpsichord
sound.n.62	sound	n	sound	The $750 million result: the triple-blade Mach 3. Its name means three times the speed of sound.
sound.n.63	sound	n	sound	There are telltale characteristics, widely if not universally present: the replacement of an initial "th" with a "d" sound ("dis," "dem") and of a medial or final "th" by an "f" or other consonant sound ("with" becomes "wif," "brother" becomes "bruvah"); a reduction of consonant clusters in general (so that "first" becomes "firs" and "hand" becomes "han"); the replacement of a final "r" sound with a vowel sound ("summah" for "summer" and "mo" for "more"); the prevalence of so-called plosive consonants (making a word such as "bill" sound more like "beel"); the placement of stress on a first, rather than a second, syllable ("DEE-troit"); the disappearance of the final "s" from third-person singular verbs ("what go 'round, come 'round"); the dropping of the copula ("I here," "the coffee cold") and of certain tense inflections altogether.
sound.n.64	sound	n	sounds	A tattoo is a highly polished show of military marching, pageantry, mock battles, and horsemanship, accompanied by the sounds of pipe-and-drum bands from around the world.
sound.n.66	sound	n	sound	The victim is murdered, the funeral is attended , confides another, the grisly humor continuing in The sound of footsteps does not disturb the severed head .
sound.n.67	sound	n	sounds	The cockpit voice recorder captured the sounds of the passenger assault muffled by the intervening cockpit door.
sound.n.69	sound	n	sound	Regiments of soldiers in full dress regalia march precisely to the sound of pipe and drum in the Military Tattoo, and connoisseurs of the silver screen gather for an extravaganza of offerings on celluloid.
sound.n.70	sound	n	sound	Disco prefigured the most cataclysmic reordering of rock sound and attitude in 20 years: hip-hop, a form in which the technical "gimmickry" that Miller seems to both enjoy and distrust became central to music-making.
sound.n.71	sound	n	sound	' Or sin ton no son `without tone or sound'=`without rhyme or reason.
sound.n.72	sound	n	sounds	That question has engaged my curiosity since the late 1970s, when English auditory physicist David Kemp first put a microphone to an ear and discovered the telltale sounds of the cochlea at work (Kemp 1978).
sound.n.73	sound	n	sounds	The human heart not only makes heart sounds, but it also is a set of resonant chambers.
sound.n.74	sound	n	sound	Anyway, wasn't it a "giant sucking sound"?
