id	lemma	partOfSpeech	token	context
number.n.51	number	n	number	9 For example, increasing the number of products offered in a category by a factor of four (say from fifty items to 200) without increasing total demand in the category would increase the coefficient of variation for each individual product by a factor of two.
number.n.52	number	n	numbers	"In social systems," Siegfried groans out between thrusts of the Softening Machine, "Freddie Hayek tells me, '[t]his means that, though the use of spontaneous ordering forces enables us to induce the formation of an order of such a degree of complexity (namely comprising elements of such numbers, diversity and variety of conditions) as we could never master intellectually, or deliberately arrange, we will have less power over the details of such an order than we would of one which we produce by arrangement.
number.n.54	number	n	number	i had i received a call last night because of the uh i had not received my uh personal identification number
number.n.55	number	n	number	If the logarithm of the cost per unit is plotted on the y-axis and the logarithm of the cumulative number of units produced is plotted on the x-axis, one gets a typical straight-line power law that decreases downward to the right.
number.n.56	number	n	number	All writers must include their address and daytime phone number (for confirmation only).
number.n.57	number	n	number	One seemingly sponsor-serving article, and any number of future self-flagellations are written off by a cynical, jaded public.
number.n.58	number	n	number	The hero (Gullette) is a scurvy genius obsessed with finding a 216 digit number that's somehow at the root of all life.
number.n.59	number	n	number	) Rattled and disbelieving, Joe hangs up on Parry and tells Clarissa it's a wrong number.
number.n.60	number	n	numbers	In recent years there have been unprecedented numbers of immigrants from the Balkans, Eastern Europe, and Africa.
number.n.61	number	n	numbers	The worst-treated, however, were the Native Americans, whose numbers dwindled rapidly not only as a result of disease and malnutrition but also because of systematic massacres in the 1850s by Californian militia.
number.n.62	number	n	number	Defending either the expansion of the number of baseball teams beyond the current 30 or the movement of franchises to new cities is, of course, enough to get you branded as an uncouth money-grubber.
number.n.63	number	n	numbers	Just the tonic for anemic poll numbers.
number.n.64	number	n	number	From a social viewpoint, if the total number of thefts does not change, then the expenditure on alarm systems is pure waste.
number.n.65	number	n	numbers	During the early 1980s, sensationalist journalism, combining true-crime stories with garbled statistics, convinced much of the public that America is a nation where vast numbers of children are snatched from their happy families by mysterious strangers every year.
number.n.66	number	n	numbers	Authors are submitting papers in ever-increasing numbers to open-access journals.
number.n.67	number	n	numbers	Alcohol-related problems occur at lower rates, but in much greater numbers, among patients with mild to moderate alcohol problems because such patients constitute the greatest proportion of the drinking population.
number.n.68	number	n	number	We went to Chimney Rock on a number of occasions.
number.n.69	number	n	numbers	Over time, these schools produced large numbers of half-educated young men with no marketable skills but with deeply held Islamic views.
number.n.70	number	n	numbers	The source of his skepticism: "What if you add up all these numbers and they don't come out in our favor?"
number.n.71	number	n	number	For each proband, we collect name, date of birth, gender, race, home address, home phone number, e-mail address, and alternative contact information.
number.n.72	number	n	numbers	Although the report focuses attention on the huge gap between the top fifth of income-earning families and the bottom fifth, a gap worthy of Brazil, the more striking numbers delineate the widening gap between the top fifth of income earners (and, within that group, the top 5 percent in particular) and everyone else.
number.n.73	number	n	number	To provide an answer to my own question--"Why now" does the "great disruption" seem to be receding?--I would suggest that society in broad terms came to an understanding in the late 1980s that we had largely lost control of a relatively large number of youths and public spaces.
number.n.74	number	n	number	(Fans who visit the American Movie Web site will find such features as Borchardt's daily diary and a phone number for his buddy Mike Schank, a lovable PCP casualty and talented musician--"If he's home and in the mood he'll pick up."
number.n.75	number	n	number	Under the AEO 2001 advanced technology characterization, scenario B assumes that a large number of technologies have earlier availability, lower costs, and/or higher efficiencies.
number.n.76	number	n	number	Many thanks for the very kind gift of the number of VERBATIM containing the long and very amusing article on my grandfather, Professor Walter W. Skeat [The (invariably) Right Reverence Walter W. Skeat, XVIII, 1,16].
number.n.77	number	n	number	I think that there are a number of reasons that architects are uncomfortable talking about the subject.
number.n.78	number	n	number	EPA has concluded that it was not necessary to prepare a regulatory flexibility analysis because the rule only affects motor vehicle manufacturers, a group that is not comprised of a substantial number of small businesses.
number.n.79	number	n	number	i've uh i i was in college for you know four years and and worked for a number of years and and now we've got three preschoolers so i spend a lot of time with them and yeah
number.n.80	number	n	number	As stated in the introduction, when we adjust for Italian labor costs, worksharing, mail mix, and number of counters, we get a modeled unit cost of 74 cents.
number.n.81	number	n	number	yeah Dallas they were saying in Dallas that they can't hire anymore policemen but they keep losing them all the time and that uh you know eventually we're going to be way short on the number we need because
number.n.82	number	n	number	They sold goods at a lower markup than specialty stores and, above all, concentrated on achieving a high level of stock-turn (or the number of times products turn over in a given year).
number.n.83	number	n	number	oh well he made it at fifty it was a magic number for him and and uh he went at fifty and he still works part time at other thing you know
number.n.84	number	n	number	Directory of statewide programs that includes information such as number of employees, number of offices, amount/percentage/type of funding, level of tech usage, types of services, collaborations/partnerships, etc. that would allow us to look for a comparable program to brainstorm a particular issue;
number.n.85	number	n	number	Is it a number, hence, a scalar?
number.n.86	number	n	numbers	They often represent large numbers of ordinary Americans on issues like the environment or consumer protection, or vulnerable populations who lack the resources or skills to assert their basic rights.
number.n.87	number	n	numbers	The metaphor undermines the Losing Ground Murray, the guy who writes that "[u]ntil the government began masking the social costs created by large numbers of fatherless children, civilized communities everywhere stigmatized illegitimacy."
number.n.88	number	n	number	A number of excellent visits are within easy reach of Funchal.
number.n.89	number	n	number	Only 100,000 WebTVs have been sold so far, but that number is sure to rise: WebTV vendor Phillips is peddling the machine door-to-door, Fuller Brush-style.
number.n.90	number	n	number	The demands for protection would not abate because for the U.S. industry competing against imports, it doesn't matter how the clothing was produced . When the U.S. consumer is offered cheaper shirts from abroad, the United States loses the same number of shirt-making jobs regardless of whether the shirts were produced by workers making 30 cents an hour or $30 an hour.
number.n.91	number	n	number	More than the other papers, the New York Times emphasizes that much seems to remain unresolved for the moment--the number of sites covered may actually be limited, it reports.
number.n.92	number	n	number	Angela and Tom represent a growing number of American parents who try to pencil children into busy schedules, much like a business appointment.
number.n.93	number	n	number	He suggested that the technical aspects of screening were not as fruitful topics for research as how to screen the greatest number of patients at the lowest cost.
number.n.94	number	n	number	All on board, along with an unknown number of people in the tower, were killed instantly.
number.n.95	number	n	number	Indexers are constrained further by the specifications of the controlled vocabulary [ 20 ] . In particular, a relatively small number of descriptors pertaining to CAM are contained in the controlled vocabulary [ 21 ] , thus limiting indexers further in their choice of assigning specific subject terms.
number.n.96	number	n	number	A story studies a block in the Lower East Side and concludes that rent control reduces the number of apartments, encourages landlord neglect, disproportionately benefits upper-middle-class renters, and dissuades developers from building new apartments.
number.n.97	number	n	number	But the WP says high up that it impacts 8.6 million post-menopausal women, whereas the LAT doesn't mention menopause until the eighth paragraph and never mentions the number of women at risk.
number.n.98	number	n	number	Most of the papers note that Uyesuji has at least 17 weapons registered in his name (a similar number were found in his home) and was a member of his high-school shooting team.
number.n.99	number	n	numbers	Today's numbers were not disastrous.
number.n.100	number	n	number	The minimum recommended number of replicates varies with the objectives of the test and the statistical method used for analysis of the data.
